Roadway.Name	From	To	id	ZIP CODE	int1	int2	zip1	zip2	ll1	ll2	lat1	long1	lat2	long2	top_lat	right_long	bot_lat	left_long	botright_lat	botright_long	botleft_lat	botleft_long	topright_lat	topright_long	topleft_lat	topleft_long
134 STREET	ST. ANNS PLACE	BRUCKNER BOULEVARD	63		134+STREET+%26+ST.+ANNS+PLACE	134+STREET+%26+BRUCKNER+BOULEVARD	10454	10454	40.803902,-73.918414	40.802684,-73.915582	40.803902	-73.918414	40.802684	-73.915582	40.803902	-73.915582	40.802684	-73.918414	40.802554	-73.915452	40.802554	-73.918544	40.804032	-73.915452	40.804032	-73.918544
13TH AVENUE	71ST STREET	72ND STREET	64		13TH+AVENUE+%26+71ST+STREET	13TH+AVENUE+%26+72ND+STREET	11228	11228	40.622551,-74.005092	40.622028,-74.005648	40.622551	-74.005092	40.622028	-74.005648	40.622551	-74.005092	40.622028	-74.005648	40.621898	-74.004962	40.621898	-74.00577799999999	40.622681	-74.004962	40.622681	-74.00577799999999
14 AVENUE	72 STREET	73 STREET	65		14+AVENUE+%26+72+STREET	14+AVENUE+%26+73+STREET	11228	11228	40.620699,-74.003448	40.620143,-74.004020	40.620699	-74.00344799999999	40.620143	-74.00402	40.620699	-74.00344799999999	40.620143	-74.00402	40.620013	-74.003318	40.620013	-74.00415	40.620829	-74.003318	40.620829	-74.00415
14 AVENUE	71 STREET	72 STREET	66		14+AVENUE+%26+71+STREET	14+AVENUE+%26+72+STREET	11228	11228	40.621262,-74.002871	40.620699,-74.003448	40.621262	-74.002871	40.620699	-74.00344799999999	40.621262	-74.002871	40.620699	-74.00344799999999	40.620569	-74.002741	40.620569	-74.00357799999999	40.621392	-74.002741	40.621392	-74.00357799999999
141 STREET	UNION TURNPIKE	UNION TURNPIKE	67		141+STREET+%26+UNION+TURNPIKE	141+STREET+%26+UNION+TURNPIKE	11367	11367	"OCTYPE html>
<html i"	"OCTYPE html>
<html i"																
147 AVENUE	182 STREET	182 STREET	68		147+AVENUE+%26+182+STREET	147+AVENUE+%26+182+STREET	11413	11413	40.660002,-73.765626	40.660002,-73.765626	40.660002	-73.765626	40.660002	-73.765626	40.660002	-73.765626	40.660002	-73.765626	40.659872	-73.765496	40.659872	-73.765756	40.660132	-73.765496	40.660132	-73.765756
14TH AVENUE	71ST STREET	72ND STREET	69		14TH+AVENUE+%26+71ST+STREET	14TH+AVENUE+%26+72ND+STREET	11228	11228	40.621262,-74.002871	40.620699,-74.003448	40.621262	-74.002871	40.620699	-74.00344799999999	40.621262	-74.002871	40.620699	-74.00344799999999	40.620569	-74.002741	40.620569	-74.00357799999999	40.621392	-74.002741	40.621392	-74.00357799999999
150 STREET	84 ROAD	84 DRIVE	70		150+STREET+%26+84+ROAD	150+STREET+%26+84+DRIVE	11432	11435	40.712803,-73.809835	40.712116,-73.809567	40.712803	-73.80983499999999	40.712115999999995	-73.809567	40.712803	-73.809567	40.712115999999995	-73.80983499999999	40.711985999999996	-73.809437	40.711985999999996	-73.80996499999999	40.712933	-73.809437	40.712933	-73.80996499999999
150 STREET	84 DRIVE	84 ROAD	71		150+STREET+%26+84+DRIVE	150+STREET+%26+84+ROAD	11435	11432	40.712116,-73.809567	40.712803,-73.809835	40.712115999999995	-73.809567	40.712803	-73.80983499999999	40.712803	-73.809567	40.712115999999995	-73.80983499999999	40.711985999999996	-73.809437	40.711985999999996	-73.80996499999999	40.712933	-73.809437	40.712933	-73.80996499999999
150TH ST	148TH ST	CENTER CARGO RD	72		150TH+ST+%26+148TH+ST	150TH+ST+%26+CENTER+CARGO+RD	11433	CTYPE	40.695360,-73.801199	"OCTYPE html>
<html i"	40.69536	-73.801199														
164 STREET	67 AVENUE	69 AVENUE	73		164+STREET+%26+67+AVENUE	164+STREET+%26+69+AVENUE	11365	11365	40.734941,-73.804770	40.733087,-73.805077	40.734941	-73.80476999999999	40.733087	-73.805077	40.734941	-73.80476999999999	40.733087	-73.805077	40.732957	-73.80463999999999	40.732957	-73.805207	40.735071	-73.80463999999999	40.735071	-73.805207
164 STREET	84 AVENUE	84 ROAD	74		164+STREET+%26+84+AVENUE	164+STREET+%26+84+ROAD	11432	11432	40.715267,-73.802857	40.714614,-73.802555	40.715267	-73.80285699999999	40.714614000000005	-73.802555	40.715267	-73.802555	40.714614000000005	-73.80285699999999	40.714484000000006	-73.802425	40.714484000000006	-73.80298699999999	40.715396999999996	-73.802425	40.715396999999996	-73.80298699999999
